Hotel Name,Correlation (Winter),Correlation (Spring),Correlation (Summer),Correlation (Autumn),Correlation
Holiday Inn Express & Suites Fond Du Lac,0.9988064234542596,Data not enough,-0.5417032867847786,-0.457103136669481,-0.457103136669481
Holiday Inn Express & Suites Frankenmuth,Data not enough,-1.0,1.0,Data not enough,Not enough data
Holiday Inn Express & Suites Fresno (River Park) Hwy 41,0.38597113143166656,-0.6405009981566551,0.3536157159722711,Data not enough,Not enough data
Holiday Inn Express & Suites Hamburg,Data not enough,-0.5268666961368197,0.9995098477451786,-0.4726431516083589,Not enough data
Holiday Inn Express & Suites Helena,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Houston Space Ctr - Clear Lake,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Lake Placid,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Lakeland North - I-4,Data not enough,-0.47445409447417025,0.47445409447417025,Data not enough,Not enough data
Holiday Inn Express & Suites Los Angeles Downtown West,Data not enough,Data not enough,-1.0,1.0,Not enough data
Holiday Inn Express & Suites Mobile West - I-10,-0.21988344853983718,Data not enough,0.21988344853983718,Data not enough,Not enough data
Holiday Inn Express & Suites Newport South,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Port Richey,0.1375844104281529,Data not enough,Data not enough,-0.13758441042815292,Not enough data
Holiday Inn Express & Suites Portland-Jantzen Beach,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Raton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express & Suites Sioux Falls At Empire Mall,0.31521100513895534,Data not enough,0.4273093587104369,-0.6430414979208382,-0.9940417737229689
Holiday Inn Express & Suites Sioux Falls Southwest,-0.9814596975425135,Data not enough,0.7231427981770311,0.14644631916241727,0.14644631916241727
Holiday Inn Express & Suites Tacoma Downtown,0.15498873196818339,-0.9750045607765284,0.7101545392533782,Data not enough,Not enough data
Holiday Inn Express & Suites Tupelo,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Albuquerque (I-40 Eubank),Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Alpharetta - Roswell,Data not enough,-0.9999999999999999,Data not enough,0.9999999999999999,Not enough data
Holiday Inn Express Atlanta-kennesaw,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Baltimore-Bwi Airport West,0.08766988769709592,0.12266600356394244,-0.41085778982825655,0.2808006705023612,-0.2835722581313299
Holiday Inn Express Charleston Dwtn - Ashley River,-0.022720970028386706,0.06305641318127149,0.13468699019032607,-0.19807960708547864,Not enough data
Holiday Inn Express Clermont,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Holiday Inn Express Grove City (Outlet Center),Data not enough,1.0,-1.0,Data not enough,Not enough data
Holiday Inn Express Harrisburg East,0.33324944690780217,Data not enough,0.20581741409784765,-0.41755939503343786,0.13971718546610337
Holiday Inn Express Hotel & Suites Defiance,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Lompoc,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Marietta - Atlanta Northwest,0.87201721567262,-0.87201721567262,Data not enough,Data not enough,Not enough data
Holiday Inn Express Murrysville-Delmont,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express New York City Times Square,0.06621295799429193,0.08471067323988503,0.11812021275648799,-0.28753785488290556,Not enough data
Holiday Inn Express Pembroke,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Portland Se - Clackamas Area,Data not enough,Data not enough,0.12202232713435664,-0.12202232713435664,Not enough data
Holiday Inn Express Prince Frederick,0.2358863841651196,0.443108179813092,-0.12812513598585368,-0.4864755376933573,-0.23693970142777285
Holiday Inn Express Ramsey-Mahwah,0.9999999999999999,Data not enough,Data not enough,-0.9999999999999999,Not enough data
Holiday Inn Express San Diego Sea World - Beach Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites Arkadelphia - Caddo Valley,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites Clinton,Data not enough,0.9999999999999999,-0.9999999999999999,Data not enough,Not enough data
Holiday Inn Express Suites Deming Mimbres Valley,Data not enough,-0.04852241205961415,0.04852241205961414,Data not enough,Not enough data
Holiday Inn Express Suites Denver Sw-Littleton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites Foley,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites Fort Worth Downtown,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites Jackson Northeast,Data not enough,1.0,-1.0,Data not enough,Not enough data
Holiday Inn Express Suites Lander,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites Madison Central,0.9999999999999998,Data not enough,-1.0,Data not enough,Not enough data
Holiday Inn Express Suites Manhattan,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites Newton,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites Northwood,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Suites RichmondBrandermillHull St,Data not enough,0.5148147044670645,0.4850375043372213,-0.9998522088042856,Not enough data
Holiday Inn Express Tulsa-Woodland Hills,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express TulsaWoodland Hills,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Washington Dc Sw - Springfield,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express White House,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express Wilkes-barre/scranton (airport),Data not enough,-0.8651643542212181,0.8651643542212181,Data not enough,Not enough data
Holiday Inn Express Windsor Sonoma Wine Country,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Express and Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
"Holiday Inn Express and Suites Exmore, Eastern Shore",0.7079181274152664,Data not enough,0.01708255598049284,-0.595095286591816,Not enough data
Holiday Inn Ft LauderdaleAirport,-0.9997186400882174,Data not enough,0.4793171562066799,0.5204014838815375,Not enough data
Holiday Inn Ft. Lauderdale-Airport,-0.9142331209061783,0.4053388279807527,0.0651191907284771,0.21615738038662505,Not enough data
Holiday Inn Garland,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Hotel & Suites Tampa North-busch Gardens Area,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Hotel Suites Denver Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Laguna Beach,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Nashville Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn North Phoenix,-0.007380026330452219,-0.07567851385753349,-0.0034635429276039667,0.09381712938751,Not enough data
Holiday Inn Resort Fort Walton Beach,0.3369264666069314,-0.46886300535863634,0.20286371588182883,Data not enough,Not enough data
Holiday Inn San Diego-Bayside,0.05776356807055528,0.3387968138208059,-0.548704883060702,0.14015522985142873,Not enough data
Holiday Inn Sarasota-Airport,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Savannah Historic District,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Inn Secaucus Meadowlands,Data not enough,Data not enough,-0.9999575524217532,0.9999575524217532,Not enough data
Holiday On Texoma Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Holiday Pines Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hollander Hotel,-0.4042176152609871,0.18679989647255812,0.2453269109575618,Data not enough,Not enough data
Holliday inn Folly Beach,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hollywood Inn Express South,Data not enough,0.8661839730754831,-0.9045436874502355,-0.057208243096290155,Not enough data
Hollywood Motel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Home-Towne Suites Clarksville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Home2 Suites By Hilton Gainesville,Data not enough,Data not enough,Data not enough,Data not enough,0.6374153878114427
Home2 Suites By Hilton Greenville Airport,0.34495291526849947,-0.3449529152684994,Data not enough,Data not enough,0.34495291526849947
"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",0.06319784522172557,-0.25181357646216335,0.07138277322344284,0.17059924492459108,-0.10370710595392119
Home2 Suites By Hilton St Louis/forest Park,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Home2 Suites by Hilton Albuquerque/Downtown-University,Data not enough,0.2059834582650273,-0.2059834582650273,Data not enough,Not enough data
Home2 Suites by Hilton AlbuquerqueDowntownUniversity,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Home2 Suites by Hilton Austin North/Near the Domain,-0.18723406476868396,Data not enough,0.18723406476868396,Data not enough,Not enough data
Home2 Suites by Hilton Baltimore Downtown,-0.9979319828284855,0.6122199671054814,Data not enough,0.29100125720525843,0.31533510008495147
Home2 Suites by Hilton Buffalo Airport/Galleria Mall,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Home2 Suites by Hilton Canton,Data not enough,-0.9999999999999999,0.9999999999999999,Data not enough,Not enough data
Home2 Suites by Hilton Clarksville/Ft. Campbell,Data not enough,-1.0,1.0,Data not enough,Not enough data
Home2 Suites by Hilton Edmond,Data not enough,-0.2772074019833645,0.2772074019833645,Data not enough,Not enough data
"Home2 Suites by Hilton Erie, PA",0.42001450017195624,-0.4532848326086203,0.15628973134035168,Data not enough,Not enough data
Home2 Suites by Hilton Florence Cincinnati Airport South,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Home2 Suites by Hilton Lexington University / Medical Center,-0.42869526632707206,0.9196491812908556,-0.38813314936554466,Data not enough,Not enough data
Home2 Suites by Hilton Murfreesboro,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Home2 Suites by Hilton Rock Hill,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
"Home2 Suites by Hilton Salt Lake City / West Valley City, UT",Data not enough,0.3829348673735125,-0.38293486737351246,Data not enough,Not enough data
Home2 Suites by Hilton St. Louis/ Forest Park,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Home2 Suites by Hilton Tallahassee State Capitol,Data not enough,-0.2792006961364685,0.2792006961364684,Data not enough,Not enough data
Home2 Suites by Hilton Waco,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Hometown Inn Suites,0.8874245239367716,-0.8429093132309113,Data not enough,-0.044515210705860224,Not enough data
Homewood Suites By Hilton Columbus,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Homewood Suites By Hilton Jackson-ridgeland,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Homewood Suites By Hilton Lancaster,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Homewood Suites By Hilton Phoenix-biltmore,Data not enough,Data not enough,0.9999999999999999,-0.9999999999999999,Not enough data
Homewood Suites By Hilton Raleigh-durham Ap/research Triangle,Data not enough,0.9998779859654011,-0.9998779859654012,Data not enough,Not enough data
Homewood Suites By Hilton San Jose Airport-silicon Valley,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Homewood Suites by Hilton Austin Arboretum / NW,0.26123586621137523,Data not enough,Data not enough,-0.26123586621137523,Not enough data
Homewood Suites by Hilton Baltimore,-0.00920462908646892,0.02145223268874222,-0.30521829563864467,0.4090890884829916,-0.10760309869168967
Homewood Suites by Hilton Chicago-Downtown,-0.9999999999999999,Data not enough,0.9999999999999999,Data not enough,Not enough data
Homewood Suites by Hilton Concord Charlotte,Data not enough,Data not enough,0.0698970037919342,-0.0698970037919342,Not enough data
Homewood Suites by Hilton Lake Buena Vista-Orlando,0.10366187680786362,0.17028185531340279,-0.16087116570645352,-0.1251184409941937,0.016621349143559252
Homewood Suites by Hilton Macon-North,-0.8787903743184243,0.523667876561035,0.5085012677125564,Data not enough,Not enough data
Homewood Suites by Hilton Orlando-Nearest to Univ Studios,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
