Unnamed: 0,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Total Reviews,Average Rating
869,Hampton Inn Suites Camp Springs/Andrews AFB,MD,20746,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,4
870,Hampton Inn Suites Cincinnati/Uptown-University Area,OH,45219,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
871,Hampton Inn Suites Columbia/South,MD,21046,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,17,4
872,Hampton Inn Suites Columbus/University Area,OH,43202,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
873,Hampton Inn Suites Conroe I45 North,TX,77303,"Hotel,  Lodging,  Hotel & Motel,  Gym,  Corporate Lodging",Accommodation & Food Services,1,2,3
874,Hampton Inn Suites Dallas-Arlington North-Entertainment District,TX,76006,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,4
875,Hampton Inn Suites Deland,FL,32720,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
876,Hampton Inn Suites Detroit-Canton,MI,48187,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
877,Hampton Inn Suites Fort Myers-Colonial Blvd.,FL,33916,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Resort,  Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,16,5
878,Hampton Inn Suites Greenville/Spartanburg I-85,SC,29334,"Hotel & Motel reservations,  Spa,  Lodging,  Hotel & Motel,  Bed and Breakfast and Inns,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
879,Hampton Inn Suites Hudson,WI,54016,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
880,Hampton Inn Suites Indianapolis-Keystone,IN,46240,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
881,Hampton Inn Suites Kansas City-Country Club Plaza,MO,64112,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,6,4
882,Hampton Inn Suites Knoxville Papermill Drive,TN,37919,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,5
883,Hampton Inn Suites Lake Mary At Colonial Townpark,FL,32746,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,6,4
884,Hampton Inn Suites Lansing West,MI,48917,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
885,Hampton Inn Suites Lavonia,GA,30553,"Hotel & Motel reservations,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
886,Hampton Inn Suites Leesburg,VA,20176,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,4
887,Hampton Inn Suites Lynchburg,VA,24502,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
888,Hampton Inn Suites McAlester,OK,74501,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
889,Hampton Inn Suites Minneapolis/Downtown,MN,55403,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,6,5
890,Hampton Inn Suites Minooka,IL,60447,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
891,Hampton Inn Suites Monroe,LA,71202,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
892,Hampton Inn Suites National HarborAlexandria Area,MD,20745,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,31,5
893,Hampton Inn Suites Oklahoma City Airport,OK,73108,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,4
894,Hampton Inn Suites Orangeburg,SC,29118,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
895,Hampton Inn Suites Pigeon Forge On The Parkway,TN,37863,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,5,4
896,Hampton Inn Suites PortlandVancouver,WA,98684,"Hotel & Motel reservations,  Real estate,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,6,5
897,Hampton Inn Suites Richmond,IN,47374,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
898,Hampton Inn Suites San Antonio-Downtown/Market Square,TX,78204,Hotel,Accommodation & Food Services,1,1,5
899,Hampton Inn Suites Sioux City/South,IA,51106,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
900,Hampton Inn Suites Springdale,AR,72762,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
901,Hampton Inn Suites West Des Moines/SW Mall Area,IA,50266,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
902,Hampton Inn Sulphur/Lake Charles Area,LA,70663,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,5
903,Hampton Inn Texarkana Arkansas,AR,71854,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,5
904,Hampton Inn Tomah,WI,54660,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
905,Hampton Inn Union City,CA,94587,"Hotel & Motel,  Hotel,  Hotel & Motel reservations,  accommodations & lodging",Accommodation & Food Services,1,5,5
906,Hampton Inn Waynesboro/Stuarts Draft,VA,22939,"Lodging,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
907,Hampton Inn West Palm Beach Central Airport,FL,33409,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,5
908,Hampton Inn and Suites Baltimore Inner Harbor,MD,21202,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,39,4
909,Hampton Inn and Suites Napa,CA,94559-4191,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,25,4
910,Hampton Inn and Suites Williamsburg-Central,VA,23185,"Hotel & Motel,  Hotel",Accommodation & Food Services,-1,22,4
911,Hampton Inn-athens,GA,30606,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,5,4
912,Hampton Inn-elkhorn,WI,53121,"Hotel and Gym / Fitness Center,  Bed & Breakfast & Inns,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Arts Entertainment & Recreation,1,6,4
913,Hampton Inn-elmira/horseheads,NY,14845,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,7,4
914,Hampton Inn-fairfax City,VA,22030,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
915,Hampton Inn-janesville,WI,53546,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,5
916,Hampton Inn-lincolnton,NC,28092,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
917,Hampton Inn-saco/biddeford,ME,4072,"Hotel & Motel reservations,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,4,4
918,Hampton Inn-seattle/everett,WA,98201,"Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,2,4
919,Hampton San Diego-Kearny Mesa,CA,92111,"Hotel,  Gym / Fitness Center",Arts Entertainment & Recreation,1,2,4
920,Hangar Hotel,TX,78624,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,5
921,Harbor Resort,WA,98595,Hotel,Accommodation & Food Services,1,2,4
922,Harborside Inn,MA,2109,"Tourist Hotel,  Budget Hotel,  Bed & Breakfast & Inns,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,8,5
923,Harborside Inn,MA,2539,"Time Shares,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
924,Harbourfront Motel,MI,48450,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,4
925,Harrison Street Inn,OR,97110,"Motel,  Hotel,  B&bs / Inns",Accommodation & Food Services,1,1,3
926,Hartsville Motel,SC,29550,"Motel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,0,1,2
927,Hat City Tavern,CT,6810,"American Restaurant,  Beer Garden,  Hotel Bar,  Event Space,  Hotel",Accommodation & Food Services,1,3,5
928,Hawthorn Suites By Wyndham Dayton North,OH,45414,"Extended Stay,  Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Apartment Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,7,3
929,Hawthorn Suites By Wyndham Oshkosh,WI,54904,"Extended Stay,  Tourist Hotel,  Family-Friendly Hotel,  Apartment Hotel,  Business Hotel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,4
930,Hawthorn Suites By Wyndham Tyler,TX,75701,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Travel,  Lodging,  Luxury Hotel,  Hotel & Motel,  Boutique Hotel,  Hotel",Accommodation & Food Services,0,1,3
931,Hearthside Village Cottage Motel,NH,3574,"Lodging,  Hotel",Accommodation & Food Services,1,1,5
932,Heidelberg Lodges,TX,78130,"Recreation Centers,  Hotel-Apartment,  Resorts & Vacation Cottages,  Apartment Hotel,  Resorts,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
933,Hemlock Hall,NY,12812,"Lake Management,  Hotel,  Resorts",Accommodation & Food Services,1,1,5
934,Heritage Court Motel,WI,54771,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,-1,1,1
935,Heritage Inn,AR,72149,"Travel and Tourism,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
936,Heritage Suites,PA,16701,"Hotel & Motel mgmt.,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,1,4
937,High Point World Resort,FL,34747,"Hotel & Motel,  Hotel,  Resorts",Accommodation & Food Services,-1,4,4
938,Hilltop Motel,MN,56649,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,4
939,Hilltop Motel,WY,82701,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,1,4
940,Hilton Baltimore BWI Airport,MD,21090,"Meeting Room,  Hotel",Accommodation & Food Services,1,33,4
941,Hilton Cleveland Downtown,OH,44114,"Lodging,  Hotel Downtown Cleveland,  Hotel",Accommodation & Food Services,1,1,5
942,Hilton Garden Inn,MI,49022,"Hotel & Motel,  Lodging,  Restaurant,  Hotel",Accommodation & Food Services,1,1,4
943,Hilton Garden Inn Akron,OH,44305,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
944,Hilton Garden Inn Anaheim-Garden Grove,CA,92840,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,14,4
945,Hilton Garden Inn Atlanta Downtown,GA,30313-1801,"Event Space,  Lodging,  Hotel,  Other Nightlife",Accommodation & Food Services,1,38,4
946,Hilton Garden Inn BWI Airport,MD,21090,Hotel,Accommodation & Food Services,1,41,4
947,Hilton Garden Inn Bettendorf/quad Cities,IA,52722,"Hotel & Motel reservations,  Restaurants,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,3
948,Hilton Garden Inn Bowling Green,KY,42103,"Travel and Tourism,  Budget Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
949,Hilton Garden Inn Buffalo Downtown,NY,14203,"Lodging,  Hotel Central Business District,  Hotel",Accommodation & Food Services,1,3,4
950,Hilton Garden Inn Charlotte Pineville,NC,28134,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,5
951,Hilton Garden Inn Chesapeake/Suffolk,VA,23435,"Lodging,  Hotel",Accommodation & Food Services,1,15,4
952,Hilton Garden Inn Columbus/Grove City,OH,43123,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,11,4
953,Hilton Garden Inn Edison/Raritan Center,NJ,8837,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,4
954,Hilton Garden Inn Fayetteville,AR,72704,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,5
955,Hilton Garden Inn Hampton Coliseum Central,VA,23666,"Lodging,  Hotel",Accommodation & Food Services,1,27,4
956,Hilton Garden Inn Harrisburg East,PA,17111,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,10,4
957,Hilton Garden Inn Ithaca,NY,14850,"Hotel & Motel reservations,  Lodging,  Hotel & Motel,  Banquet Halls and Reception Facilities,  Hotel",Accommodation & Food Services,1,5,5
958,Hilton Garden Inn Jacksonville Downtown Southbank,FL,32207,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
959,Hilton Garden Inn Jonesboro,AR,72401,"Lodging,  Hotel",Accommodation & Food Services,1,1,5
960,Hilton Garden Inn Kankakee,IL,60901,"Budget Hotel,  Gym,  Lodging,  Hotel & Motel,  Hotel Pool,  Banquet Halls and Reception Facilities,  Hotel",Accommodation & Food Services,1,7,4
961,Hilton Garden Inn Lincoln Downtown Haymarket,NE,68508,"Lodging,  Hotel",Accommodation & Food Services,1,2,4
962,Hilton Garden Inn Myrtle Beach/Coastal Grand Mall,SC,29577,"Lodging,  Hotel,  Accommodations & Lodging",Accommodation & Food Services,1,1,5
963,Hilton Garden Inn Napa,CA,94558-2709,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
964,Hilton Garden Inn Nashville Brentwood,TN,37027,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
965,Hilton Garden Inn Oklahoma City-Bricktown,OK,73104,"Lodging,  Hotel",Accommodation & Food Services,1,9,5
966,Hilton Garden Inn Phoenix Airport,AZ,85040,"Lodging,  Hotel & Motel,  Hotel,  Hotel South Mountain",Accommodation & Food Services,1,2,5
967,Hilton Garden Inn Richmond Airport,VA,23150,"Hotel & Motel,  Meeting Room,  Lodging,  Hotel",Accommodation & Food Services,1,3,4
968,Hilton Garden Inn Shreveport Bossier City,LA,71111,"Lodging,  Hotel",Accommodation & Food Services,1,4,5
969,Hilton Garden Inn Tallahassee Central,FL,32301,"Lodging,  Hotel Bar,  Hotel,  Resort",Accommodation & Food Services,1,10,4
970,Hilton Garden Inn Tampa East/brandon,FL,33610,"Budget Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
971,Hilton Garden Inn Valley Forge/Oaks,PA,19460,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,11,5
972,Hilton Garden Inn Wichita,KS,67206,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,8,4
973,Hilton Garden Inn Williamsburg,VA,23185,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,10,4
974,Hilton Garden Inn Winchester,VA,22601,"Lodging,  Banquet Halls and Reception Facilities,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
975,Hilton Garden Inn Yuma Pivot Point,AZ,85364,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,4,4
976,Historic Hotel Bethlehem,PA,18018,"Hotel & Motel,  Hotel",Accommodation & Food Services,0,1,4
977,Hiway House Motel,NM,87106,"Motel,  Lodging,  Hotel",Accommodation & Food Services,1,2,4
978,Hiway Inn Express,OK,74578,"Lodging,  Motel,  Hotel,  B&bs / Inns",Accommodation & Food Services,-1,1,1
979,Holiday Inn Ames Conference Center At Isu,IA,50010,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Luxury Hotel,  Lodging,  Hotel & Motel,  Meeting Room,  Conference Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,4
980,Holiday Inn Anaheim-Resort Area,CA,92802-3802,"Tourist Hotel,  Cottages,  Budget Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Luxury Hotel,  Hotel & Motel,  Meeting Room,  Conference Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,6,4
981,Holiday Inn Express & Suites Amarillo West,TX,79124,"Hotel & Motel Reservations,  Accommodation Reservations,  Accommodations & Lodging,  Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Meeting Facilities,  Resorts,  Beach Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Wedding Sites,  Weekend Getaway Hotel",Accommodation & Food Services,1,7,5
982,Holiday Inn Express & Suites Atlanta East - Lithonia,GA,30038,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Convention information bureaus,  Convention services and facilities,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,5
983,Holiday Inn Express & Suites Austin South,TX,78745,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,3,5
984,Holiday Inn Express & Suites Baton Rouge East,LA,70809,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
985,Holiday Inn Express & Suites Bethlehem,PA,18015,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,7,4
986,Holiday Inn Express & Suites Bloomington,IN,47404,"Hotel & Motel Reservations,  Accommodation Reservations,  Accommodations & Lodging,  Meeting Facilities,  Motel,  Hotel & Motel,  Hotel,  Wedding Sites",Accommodation & Food Services,1,5,4
987,Holiday Inn Express & Suites Butte,MT,59701,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Conference Convention Centers,  Hotel and Meeting Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,4
988,Holiday Inn Express & Suites Carmel-north Indianapolis,IN,46033,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,3
989,Holiday Inn Express & Suites Carpinteria,CA,93013,"Convention & Meeting Facilities & Services,  Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Beach Hotel,  Resorts,  Lodging,  Hotel & Motel,  Wedding Receptions & Parties,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,4,4
990,Holiday Inn Express & Suites Columbus - Polaris Parkway,OH,43240,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,5
991,Holiday Inn Express & Suites Columbus Univ Area - Osu,OH,43202,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,5
992,Holiday Inn Express & Suites Denver Northeast - Brighton,CO,80601,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
993,Holiday Inn Express & Suites Eureka,CA,95501,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Meeting Facilities,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel,  Wedding Sites,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,5
994,Holiday Inn Express & Suites Florence I-95 & I-20 Civic Ctr,SC,29501,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Beach Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,5,5
995,Holiday Inn Express & Suites Fond Du Lac,WI,54937,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,4
996,Holiday Inn Express & Suites Frankenmuth,MI,48734,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Meeting Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,5
997,Holiday Inn Express & Suites Fresno (River Park) Hwy 41,CA,93720,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-Friendly Hotel,  Resorts,  Conference & Convention Centers,  Lodging,  Hotel and Meeting Room Woodward Park,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,4,5
998,Holiday Inn Express & Suites Greenville,TX,75402,"Convention & Meeting Facilities & Services,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Wedding Receptions & Parties,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,4
999,Holiday Inn Express & Suites Helena,MT,59602,"Tourist Hotel,  Family-Friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1000,Holiday Inn Express & Suites Houston Space Ctr - Clear Lake,TX,77598,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,5
1001,Holiday Inn Express & Suites Lake Placid,FL,33852,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Beach Hotel,  Resorts,  Lodging,  Banquet facilities,  Hotel & Motel,  Hotel and Meeting Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,-0,1,4
1002,Holiday Inn Express & Suites Lakeland North - I-4,FL,33809,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,3,5
1003,Holiday Inn Express & Suites Los Angeles Downtown West,CA,90057,"Convention & Meeting Facilities & Services,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Wedding Receptions & Parties,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,3,4
1004,Holiday Inn Express & Suites Newport South,TN,37821,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Banquet Rooms,  Lodging,  Reception Centers,  Hotel & Motel,  Hotel,  Wedding Sites,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,4
1005,Holiday Inn Express & Suites Port Richey,FL,34668,"Hotel & Motel,  Hotel,  Family-friendly Hotel,  Tourist Hotel",Accommodation & Food Services,1,6,4
1006,Holiday Inn Express & Suites Portland-Jantzen Beach,OR,97217,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,3,4
1007,Holiday Inn Express & Suites Sioux Falls At Empire Mall,SD,57106,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Meeting Facilities,  Lodging,  Hotel & Motel,  Hotel,  Wedding Sites,  Weekend Getaway Hotel",Accommodation & Food Services,1,5,5
1008,Holiday Inn Express & Suites Sioux Falls Southwest,SD,57108,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Beach Hotel,  Meeting Facilities,  Resorts,  Business Hotel,  Lodging,  Hotel & Motel,  Hotel,  Wedding Sites,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,5
1009,Holiday Inn Express & Suites Tacoma Downtown,WA,98402,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Meeting Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,4,4
1010,Holiday Inn Express & Suites Tupelo,MS,38804,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,3
1011,Holiday Inn Express Albuquerque (I-40 Eubank),NM,87123,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,0,1,3
1012,Holiday Inn Express Alpharetta - Roswell,GA,30022,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,4
1013,Holiday Inn Express Baltimore-Bwi Airport West,MD,21076,Hotel,Accommodation & Food Services,1,35,4
1014,Holiday Inn Express Charleston Dwtn - Ashley River,SC,29403,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,40,4
1015,Holiday Inn Express Clermont,FL,34711,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Travel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,0,2,3
1016,Holiday Inn Express Grove City (Outlet Center),PA,16137,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel and Meeting Room,  Hotel,  Corporate Lodging,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,4
1017,Holiday Inn Express Harrisburg East,PA,17109,Hotel,Accommodation & Food Services,1,8,4
1018,Holiday Inn Express Hotel & Suites Defiance,OH,43512,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,3
1019,Holiday Inn Express Marietta - Atlanta Northwest,GA,30067,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,-1,3,2
1020,Holiday Inn Express Portland Se - Clackamas Area,OR,97027,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,3
1021,Holiday Inn Express Prince Frederick,MD,20678,Hotel,Accommodation & Food Services,1,22,4
1022,Holiday Inn Express Ramsey-Mahwah,NJ,7446,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel and Meeting Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,4
1023,Holiday Inn Express San Diego Sea World - Beach Area,CA,92109-4919,"Hotel & Motel Reservations,  Accommodation Reservations,  Accommodations & Lodging,  Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,5
1024,Holiday Inn Express Suites Clinton,OK,73601,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Breakfast Spot,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,4
